title,slug,url,price_usd,price_kgs,Год выпуска,Тип кузова,Объем двигателя,Коробка передач,Пробег,Руль,Город,От (цена в кредит)
Продажа Tesla Model X I Рестайлинг 2026,tesla-model-x-6a0aa50ebb4225360fb49ea7,https://www.mashina.kg/details/tesla-model-x-6a0aa50ebb4225360fb49ea7,130700,11429715,2026.0,внедорожник 5 дв.,,автомат,10 км,Слева,Китай,В кредит от 121 589 ⃀
Daewoo Lacetti J200 I,daewoo-lacetti-69edc4991d374300698206,https://www.mashina.kg/details/daewoo-lacetti-69edc4991d374300698206,3774,330000,2005.0,хэтчбек 5 дв.,1.6,автомат,310000 km,Слева,Ош,В кредит от 8 379 ⃀
Продажа Tesla Model Y I 2026,tesla-model-y-6a0a8a0e9e26f211b776c31b,https://www.mashina.kg/details/tesla-model-y-6a0a8a0e9e26f211b776c31b,40420,3534729,2026.0,внедорожник 5 дв.,,автомат,10 км,Слева,Китай,В кредит от 60 794 ⃀
Продажа Tesla Model S I Рестайлинг 2026,tesla-model-s-6a0aa2febccf86c4f42c19c6,https://www.mashina.kg/details/tesla-model-s-6a0aa2febccf86c4f42c19c6,124800,10913760,2026.0,лифтбек,,автомат,10 км,Слева,Китай,В кредит от 121 589 ⃀
Продажа Tesla Model 3 I Рестайлинг 2026,tesla-model-3-6a0a8bc3ef4eb07a4245b8e7,https://www.mashina.kg/details/tesla-model-3-6a0a8bc3ef4eb07a4245b8e7,36900,3226905,2026.0,седан,,автомат,10 км,Слева,Китай,В кредит от 60 794 ⃀
Продажа Mercedes-Benz EQS AMG 2026,mercedes-benz-eqs-amg-6a0a87677027397ecad53efe,https://www.mashina.kg/details/mercedes-benz-eqs-amg-6a0a87677027397ecad53efe,117360,10263132,2026.0,лифтбек,,автомат,10 км,Слева,Китай,В кредит от 121 589 ⃀
Продажа Mercedes-Benz EQE AMG 2026,mercedes-benz-eqe-amg-6a0a857284cf1ef08dca65e2,https://www.mashina.kg/details/mercedes-benz-eqe-amg-6a0a857284cf1ef08dca65e2,64000,5596800,2026.0,седан,,автомат,10 км,Слева,Китай,В кредит от 95 271 ⃀
"Продажа Mercedes-Benz S-Класс AMG III (W222, C217) Рестайлинг 2026",mercedes-benz-s-klass-amg-6a0a7cbad370647dec16615d,https://www.mashina.kg/details/mercedes-benz-s-klass-amg-6a0a7cbad370647dec16615d,393000,34367850,2026.0,седан,6.0,автомат,10 км,Слева,Китай,В кредит от 121 589 ⃀
Продажа Mercedes-Benz GLE AMG II (V167) Рестайлинг 2026,mercedes-benz-gle-amg-6a0a831a1f03388c96884eac,https://www.mashina.kg/details/mercedes-benz-gle-amg-6a0a831a1f03388c96884eac,146400,12802680,2026.0,внедорожник 5 дв.,3.0,автомат,10 км,Слева,Китай,В кредит от 121 589 ⃀
Продажа Mercedes-Benz EQS SUV 2026,mercedes-benz-eqs-suv-6a0a7ecb85e9c44e2fa0c902,https://www.mashina.kg/details/mercedes-benz-eqs-suv-6a0a7ecb85e9c44e2fa0c902,220300,19265235,2026.0,внедорожник 5 дв.,,автомат,10 км,Слева,Китай,В кредит от 121 589 ⃀
Toyota Harrier I (XU10) Рестайлинг,toyota-harrier-69b352fba6ce9351875306,https://www.mashina.kg/details/toyota-harrier-69b352fba6ce9351875306,7662,670000,2002.0,,2.4,автомат,250000 km,справа,Сокулук,В кредит от 17 013 ⃀
Продажа Mercedes-Benz SL-Класс AMG IV (R232) 2026,mercedes-benz-sl-klass-amg-6a0a7a3688fd2ab6c463c82a,https://www.mashina.kg/details/mercedes-benz-sl-klass-amg-6a0a7a3688fd2ab6c463c82a,176500,15434925,2026.0,родстер,2.0,автомат,10 км,Слева,Китай,В кредит от 121 589 ⃀
Продажа Mercedes-Benz EQS 2026,mercedes-benz-eqs-6a0a781906297c17c8888583,https://www.mashina.kg/details/mercedes-benz-eqs-6a0a781906297c17c8888583,115000,10056750,2026.0,лифтбек,,автомат,10 км,Слева,Китай,В кредит от 121 589 ⃀
Продажа Mercedes-Benz EQA I Рестайлинг 2026,mercedes-benz-eqa-6a0a763de27d20fa7f296e43,https://www.mashina.kg/details/mercedes-benz-eqa-6a0a763de27d20fa7f296e43,48500,4241325,2026.0,внедорожник 5 дв.,,автомат,10 км,Слева,Китай,В кредит от 72 197 ⃀
Продажа Mercedes-Benz GLS AMG II (X167) 2026,mercedes-benz-gls-amg-6a0a74794228286491e6476e,https://www.mashina.kg/details/mercedes-benz-gls-amg-6a0a74794228286491e6476e,156300,13668435,2026.0,внедорожник 5 дв.,4.0,автомат,10 км,Слева,Китай,В кредит от 121 589 ⃀
Продажа Mercedes-Benz EQE SUV 2026,mercedes-benz-eqe-suv-6a0a725bc81ebeeee85718a7,https://www.mashina.kg/details/mercedes-benz-eqe-suv-6a0a725bc81ebeeee85718a7,74000,6471300,2026.0,внедорожник 5 дв.,,автомат,10 км,Слева,Китай,В кредит от 110 157 ⃀
Продажа Mercedes-Benz GLB AMG I (X247) 2026,mercedes-benz-glb-amg-6a0a70582dcc652d96724ca9,https://www.mashina.kg/details/mercedes-benz-glb-amg-6a0a70582dcc652d96724ca9,69000,6034050,2026.0,внедорожник 5 дв.,2.0,робот,10 км,Слева,Китай,В кредит от 102 714 ⃀
Продажа Mercedes-Benz EQE 2026,mercedes-benz-eqe-6a0a6e10eec587182a580555,https://www.mashina.kg/details/mercedes-benz-eqe-6a0a6e10eec587182a580555,74900,6550005,2026.0,седан,,автомат,10 км,Слева,Китай,В кредит от 111 497 ⃀
"Продажа Mercedes-Benz CLA II (C118, X118) Рестайлинг 2026",mercedes-benz-cla-6a0a6c62124a4a823eccf331,https://www.mashina.kg/details/mercedes-benz-cla-6a0a6c62124a4a823eccf331,92900,8124105,2026.0,седан,1.3,робот,10 км,Слева,Китай,В кредит от 121 589 ⃀
Продажа Mercedes-Benz GLC AMG II (X254) 2026,mercedes-benz-glc-amg-6a0a66a090c92e5268502072,https://www.mashina.kg/details/mercedes-benz-glc-amg-6a0a66a090c92e5268502072,62400,5456880,2026.0,внедорожник 5 дв.,2.0,автомат,10 км,Слева,Китай,В кредит от 92 889 ⃀
Продажа Mercedes-Benz EQB I Рестайлинг 2026,mercedes-benz-eqb-6a0a6a66516858972943f1b6,https://www.mashina.kg/details/mercedes-benz-eqb-6a0a6a66516858972943f1b6,51400,4494930,2026.0,внедорожник 5 дв.,,автомат,10 км,Слева,Китай,В кредит от 76 514 ⃀
"Продажа Mercedes-Benz CLA AMG II (C118, X118) Рестайлинг 2026",mercedes-benz-cla-amg-6a0a68813bb6f305762f4d37,https://www.mashina.kg/details/mercedes-benz-cla-amg-6a0a68813bb6f305762f4d37,93000,8132850,2026.0,седан,2.0,робот,10 км,Слева,Китай,В кредит от 121 589 ⃀
Продажа Mercedes-Benz CLE AMG 2026,mercedes-benz-cle-amg-6a0838b663f5042dad6e5473,https://www.mashina.kg/details/mercedes-benz-cle-amg-6a0838b663f5042dad6e5473,117500,10275375,2026.0,кабриолет,3.0,автомат,10 км,Слева,Китай,В кредит от 121 589 ⃀
Продажа Mercedes-Benz A-Класс AMG II (W177) Рестайлинг 2026,mercedes-benz-a-klass-amg-6a083698f397c0a674ed3d7e,https://www.mashina.kg/details/mercedes-benz-a-klass-amg-6a083698f397c0a674ed3d7e,62000,5421900,2026.0,седан,2.0,робот,10 км,Слева,Китай,В кредит от 92 294 ⃀
Toyota Altezza,toyota-altezza-69d72b6d37360313136034,https://www.mashina.kg/details/toyota-altezza-69d72b6d37360313136034,7000,612150,2003.0,,2.0,автомат,189000 km,справа,Бишкек,В кредит от 15 544 ⃀
Продажа Mercedes-Benz GLA II (H247) Рестайлинг 2026,mercedes-benz-gla-6a0834a8bc8805a7595b8730,https://www.mashina.kg/details/mercedes-benz-gla-6a0834a8bc8805a7595b8730,45000,3935250,2026.0,внедорожник 5 дв.,1.3,робот,10 км,Слева,Китай,В кредит от 66 987 ⃀
Продажа Mercedes-Benz V-Класс III (W447) Рестайлинг 2024,mercedes-benz-v-klass-6a082c1b7c12b16932c761ae,https://www.mashina.kg/details/mercedes-benz-v-klass-6a082c1b7c12b16932c761ae,111900,9785655,2024.0,минивэн,2.0,автомат,10 км,Слева,Китай,В кредит от 121 589 ⃀
Продажа Mercedes-Benz C-Класс AMG V (W206) 2026,mercedes-benz-c-klass-amg-6a0832f07d7212e141b0c0ba,https://www.mashina.kg/details/mercedes-benz-c-klass-amg-6a0832f07d7212e141b0c0ba,89000,7783050,2026.0,седан,2.0,автомат,10 км,Слева,Китай,В кредит от 121 589 ⃀
Продажа Mercedes-Benz AMG GT II 2026,mercedes-benz-amg-gt-6a082f931b9d8ccb77a9f1cb,https://www.mashina.kg/details/mercedes-benz-amg-gt-6a082f931b9d8ccb77a9f1cb,178900,15644805,2026.0,купе,4.0,автомат,10 км,Слева,Китай,В кредит от 121 589 ⃀
Продажа Mercedes-Benz CLE 2026,mercedes-benz-cle-6a082a58661550aaa5846925,https://www.mashina.kg/details/mercedes-benz-cle-6a082a58661550aaa5846925,57300,5010885,2026.0,купе,2.0,автомат,10 км,Слева,Китай,В кредит от 85 297 ⃀
Продажа Mercedes-Benz Maybach GLS I 2026,mercedes-benz-maybach-gls-6a08269588c9aa41069af73f,https://www.mashina.kg/details/mercedes-benz-maybach-gls-6a08269588c9aa41069af73f,246830,21585284,2026.0,внедорожник 5 дв.,3.0,автомат,10 км,Слева,Китай,В кредит от 121 589 ⃀
Продажа Mercedes-Benz Maybach GLS I 2026,mercedes-benz-maybach-gls-6a08267d30d226847cdffb9b,https://www.mashina.kg/details/mercedes-benz-maybach-gls-6a08267d30d226847cdffb9b,246830,21585284,2026.0,внедорожник 5 дв.,3.0,автомат,10 км,Слева,Китай,В кредит от 121 589 ⃀
Продажа Mercedes-Benz G-Класс AMG II (W465) Рестайлинг 2026,mercedes-benz-g-klass-amg-6a0824d17842be9ced450891,https://www.mashina.kg/details/mercedes-benz-g-klass-amg-6a0824d17842be9ced450891,382000,33405900,2026.0,внедорожник 5 дв.,4.0,автомат,10 км,Слева,Китай,В кредит от 121 589 ⃀
"Продажа Mercedes-Benz E-Класс VI (W214, S214) 2026",mercedes-benz-e-klass-6a08222413511e4c5064076c,https://www.mashina.kg/details/mercedes-benz-e-klass-6a08222413511e4c5064076c,88900,7774305,2026.0,седан,2.0,автомат,10 км,Слева,Китай,В кредит от 121 589 ⃀
Продажа Lexus RX IV Рестайлинг 2020,lexus-rx-6a05a416da8e295ba5800c58,https://www.mashina.kg/details/lexus-rx-6a05a416da8e295ba5800c58,38500,3366825,2020.0,внедорожник 5 дв.,3.5,вариатор,160000 km,Слева,Бишкек,В кредит от 60 794 ⃀
Продажа Mercedes-Benz G-Класс III (W465) Рестайлинг 2026,mercedes-benz-g-klass-6a08201be60d2758e63d419a,https://www.mashina.kg/details/mercedes-benz-g-klass-6a08201be60d2758e63d419a,275000,24048750,2026.0,внедорожник 5 дв.,3.0,автомат,10 км,Слева,Китай,В кредит от 121 589 ⃀
Продажа Mercedes-Benz A-Класс IV (W177) Рестайлинг 2026,mercedes-benz-a-klass-6a081dc59b695a7de02e3eb4,https://www.mashina.kg/details/mercedes-benz-a-klass-6a081dc59b695a7de02e3eb4,29900,2614755,2026.0,седан,1.3,робот,10 км,Слева,Китай,В кредит от 57 226 ⃀
Продажа Mercedes-Benz GLB I (X247) Рестайлинг 2026,mercedes-benz-glb-6a081c3f67addb2044f94ade,https://www.mashina.kg/details/mercedes-benz-glb-6a081c3f67addb2044f94ade,45000,3935250,2026.0,внедорожник 5 дв.,1.3,робот,10 км,Слева,Китай,В кредит от 66 987 ⃀
Продажа Mercedes-Benz GLS II (X167) 2026,mercedes-benz-gls-6a081ac7869ccbdb10fcf8ef,https://www.mashina.kg/details/mercedes-benz-gls-6a081ac7869ccbdb10fcf8ef,146900,12846405,2026.0,внедорожник 5 дв.,3.0,автомат,10 км,Слева,Китай,В кредит от 121 589 ⃀
Продажа Mercedes-Benz Maybach S-Класс II (Z223) 2026,mercedes-benz-maybach-s-klass-6a0819303b20be7ca5956dc9,https://www.mashina.kg/details/mercedes-benz-maybach-s-klass-6a0819303b20be7ca5956dc9,179899,15732168,2026.0,седан,3.0,автомат,10 км,Слева,Китай,В кредит от 121 589 ⃀
Продажа Mercedes-Benz G-Класс AMG I (W463) 2007,mercedes-benz-g-klass-amg-6a09d1da8eec7ad7169a819c,https://www.mashina.kg/details/mercedes-benz-g-klass-amg-6a09d1da8eec7ad7169a819c,40000,3498000,2007.0,внедорожник 5 дв.,5.4,автомат,200000 km,Слева,Бишкек,В кредит от 60 794 ⃀
Продажа Mercedes-Benz GLE II (V167) 2026,mercedes-benz-gle-6a08171edbd804fd563aced3,https://www.mashina.kg/details/mercedes-benz-gle-6a08171edbd804fd563aced3,105900,9260955,2026.0,внедорожник 5 дв.,2.0,автомат,10 км,Слева,Китай,В кредит от 121 589 ⃀
Продажа Mercedes-Benz S-Класс VII (W223) 2026,mercedes-benz-s-klass-6a0814beb75e45c17623885e,https://www.mashina.kg/details/mercedes-benz-s-klass-6a0814beb75e45c17623885e,120900,10572705,2026.0,седан,3.0,автомат,10 км,Слева,Китай,В кредит от 121 589 ⃀
BMW X5 III (F15),bmw-x5-69ff10ea74c8f566269348,https://www.mashina.kg/details/bmw-x5-69ff10ea74c8f566269348,28000,2448600,2018.0,,3.0,автомат,200000 km,слева,Бишкек,В кредит от 54 769 ⃀
Продажа BMW X5 IV (G05/G18) 2020,bmw-x5-6a07959e527dcdf87ffd865f,https://www.mashina.kg/details/bmw-x5-6a07959e527dcdf87ffd865f,24800,2168760,2020.0,внедорожник 5 дв.,3.0,автомат,83000 km,Слева,Бишкек,В кредит от 48 509 ⃀
Продажа Mercedes-Benz C-Класс V (W206) 2026,mercedes-benz-c-klass-6a081254cd3728a8880103fb,https://www.mashina.kg/details/mercedes-benz-c-klass-6a081254cd3728a8880103fb,33400,2920830,2026.0,седан,2.0,автомат,10 км,Слева,Китай,В кредит от 60 794 ⃀
Продажа Mercedes-Benz GLC II (X254) 2026,mercedes-benz-glc-6a080f2fe92f2d10c133e398,https://www.mashina.kg/details/mercedes-benz-glc-6a080f2fe92f2d10c133e398,62900,5500605,2026.0,внедорожник 5 дв.,2.0,автомат,10 км,Слева,Китай,В кредит от 93 633 ⃀
"Продажа Mercedes-Benz E-Класс VI (W214, S214) 2026",mercedes-benz-e-klass-6a080d2f073d492cfaf1bff1,https://www.mashina.kg/details/mercedes-benz-e-klass-6a080d2f073d492cfaf1bff1,52600,4599870,2026.0,седан,2.0,автомат,10 км,Слева,Китай,В кредит от 78 301 ⃀
Toyota Grand Highlander,toyota-grand-highlander-69e908b5713b9417081847,https://www.mashina.kg/details/toyota-grand-highlander-69e908b5713b9417081847,60000,5247000,2024.0,,2.4,автомат,20000 km,слева,Бишкек,В кредит от 89 317 ⃀
Jeep Wrangler IV (JL),jeep-wrangler-69e62588cd53b512566264,https://www.mashina.kg/details/jeep-wrangler-69e62588cd53b512566264,32000,2798400,2021.0,,2.0,автомат,32000 km,слева,Бишкек,В кредит от 60 794 ⃀
Продажа Volkswagen ID.6 2026,volkswagen-id-6-6a08099ec7283eed84f9a5e4,https://www.mashina.kg/details/volkswagen-id-6-6a08099ec7283eed84f9a5e4,29900,2614755,2026.0,внедорожник 5 дв.,,автомат,10 км,Слева,Китай,В кредит от 57 226 ⃀
Продажа Volkswagen ID.UNYX 2026,volkswagen-id-unyx-6a08078d850e044fee4f92a0,https://www.mashina.kg/details/volkswagen-id-unyx-6a08078d850e044fee4f92a0,25000,2186250,2026.0,внедорожник 5 дв.,,автомат,10 км,Слева,Китай,В кредит от 48 900 ⃀
Daihatsu Sirion M2,daihatsu-sirion-69fc765dd2ab0749292692,https://www.mashina.kg/details/daihatsu-sirion-69fc765dd2ab0749292692,7000,612150,2008.0,,1.3,автомат,174000 km,слева,Бишкек,В кредит от 15 544 ⃀
Toyota Crown Majesta III (S170),toyota-crown-majesta-69de9dfbc0286969304756,https://www.mashina.kg/details/toyota-crown-majesta-69de9dfbc0286969304756,17500,1530375,2004.0,,4.0,автомат,200000 km,справа,Бишкек,В кредит от 34 230 ⃀
Продажа Volkswagen ID.7 2026,volkswagen-id-7-6a08050b00b7d8dfb2419144,https://www.mashina.kg/details/volkswagen-id-7-6a08050b00b7d8dfb2419144,25000,2186250,2026.0,лифтбек,,автомат,10 км,Слева,Китай,В кредит от 48 900 ⃀
Volkswagen Teramont I Рестайлинг,volkswagen-teramont-69f8803862307050976391,https://www.mashina.kg/details/volkswagen-teramont-69f8803862307050976391,42800,3742860,2026.0,внедорожник 5 дв.,2.0,автомат,10 km,Слева,Бишкек,В кредит от 63 712 ⃀
Subaru Crosstrek II Рестайлинг,subaru-crosstrek-69dcf171cc197430595943,https://www.mashina.kg/details/subaru-crosstrek-69dcf171cc197430595943,13600,1189320,2021.0,,2.5,вариатор,88000 km,слева,Бишкек,В кредит от 30 200 ⃀
Продажа BMW X5 IV (G05/G18) 2020,bmw-x5-6a09f5f97fcdb308c341fe30,https://www.mashina.kg/details/bmw-x5-6a09f5f97fcdb308c341fe30,32500,2842125,2020.0,внедорожник 5 дв.,3.0,автомат,173000 km,Слева,Бишкек,В кредит от 60 794 ⃀
Продажа Volkswagen Touran II 2026,volkswagen-touran-6a0802dbffc1bde9701c9f3e,https://www.mashina.kg/details/volkswagen-touran-6a0802dbffc1bde9701c9f3e,21900,1915155,2026.0,минивэн,1.5,механика,10 км,Слева,Китай,В кредит от 42 837 ⃀
Toyota Camry IX (XV80) China Market,toyota-camry-69f8c19d9ad5c118546423,https://www.mashina.kg/details/toyota-camry-69f8c19d9ad5c118546423,35500,3104475,2026.0,,2.0,вариатор,10 km,слева,Бишкек,В кредит от 60 794 ⃀
Mercedes-Benz G-Класс AMG I (W463) Рестайлинг 2,mercedesbenz-gklass-amg-69d66db14a6fe442852812,https://www.mashina.kg/details/mercedesbenz-gklass-amg-69d66db14a6fe442852812,65000,5684250,2014.0,,5.5,автомат,100000 km,слева,Бишкек,В кредит от 96 760 ⃀
Продажа Volkswagen T-Roc I (China Market) 2026,volkswagen-t-roc-6a07e9473b23eca58a0d8313,https://www.mashina.kg/details/volkswagen-t-roc-6a07e9473b23eca58a0d8313,16300,1425435,2026.0,внедорожник 5 дв.,1.4,робот,,Слева,Китай,В кредит от 31 883 ⃀
Продажа Volkswagen Viloran I Рестайлинг 2026,volkswagen-viloran-6a07e78bdb7b4ec5ffb47378,https://www.mashina.kg/details/volkswagen-viloran-6a07e78bdb7b4ec5ffb47378,30000,2623500,2026.0,минивэн,2.0,робот,6 км,Слева,Китай,В кредит от 57 418 ⃀
Toyota Highlander IV (U70),toyota-highlander-69f4913d142cc944346358,https://www.mashina.kg/details/toyota-highlander-69f4913d142cc944346358,46200,4040190,2026.0,внедорожник 5 дв.,2.0,автомат,15 km,Слева,Бишкек,В кредит от 68 774 ⃀
Toyota Camry (Japan) XV70 рестайлинг,toyota-camry-japan-694e98f2c6a1e784500749,https://www.mashina.kg/details/toyota-camry-japan-694e98f2c6a1e784500749,29900,2614755,2022.0,,2.5,автомат,74000 km,слева,Бишкек,В кредит от 57 226 ⃀
Продажа Volkswagen Golf GTI VIII 2026,volkswagen-golf-gti-6a07e5a171755846bd844e69,https://www.mashina.kg/details/volkswagen-golf-gti-6a07e5a171755846bd844e69,28100,2457345,2026.0,хэтчбек 5 дв.,2.0,механика,10 км,Слева,Китай,В кредит от 54 964 ⃀
Lexus GX I,lexus-gx-69d1057158b63299087730,https://www.mashina.kg/details/lexus-gx-69d1057158b63299087730,25500,2229975,2007.0,,4.7,автомат,200000 km,слева,Бишкек,В кредит от 49 878 ⃀
Продажа Volkswagen Talagon 2026,volkswagen-talagon-6a07e3836459eba85034f69f,https://www.mashina.kg/details/volkswagen-talagon-6a07e3836459eba85034f69f,45400,3970230,2026.0,внедорожник 5 дв.,2.0,робот,10 км,Слева,Китай,В кредит от 67 583 ⃀
Продажа Volkswagen Lamando I Рестайлинг 2026,volkswagen-lamando-6a07e16f5e9046c2a2446a6e,https://www.mashina.kg/details/volkswagen-lamando-6a07e16f5e9046c2a2446a6e,18000,1574100,2026.0,седан,1.4,робот,10 км,Слева,Китай,В кредит от 35 208 ⃀
Audi Q5 III,audi-q5-69f5cb203ed6a040886274,https://www.mashina.kg/details/audi-q5-69f5cb203ed6a040886274,56500,4940925,2026.0,,2.0,робот,1 km,слева,Бишкек,В кредит от 84 106 ⃀
Lexus NX I Рестайлинг,lexus-nx-68b6af0802842916938786,https://www.mashina.kg/details/lexus-nx-68b6af0802842916938786,32000,2798400,2020.0,,2.5,вариатор,42000 km,слева,Бишкек,В кредит от 60 794 ⃀
Audi Q5 III,audi-q5-69f8810d461c1547129684,https://www.mashina.kg/details/audi-q5-69f8810d461c1547129684,55500,4853475,2026.0,,2.0,робот,10 km,слева,Бишкек,В кредит от 82 618 ⃀
Toyota Camry VIII (XV70) Рестайлинг,toyota-camry-69ca987a368d7783251581,https://www.mashina.kg/details/toyota-camry-69ca987a368d7783251581,19500,1705275,2020.0,,2.5,автомат,110000 km,слева,Бишкек,В кредит от 38 142 ⃀
Продажа Volkswagen ID.3 I Рестайлинг 2026,volkswagen-id-3-6a07df6ec93c9d6802101cf3,https://www.mashina.kg/details/volkswagen-id-3-6a07df6ec93c9d6802101cf3,18400,1609080,2026.0,хэтчбек 5 дв.,,автомат,10 км,Слева,Китай,В кредит от 35 991 ⃀
Продажа Volkswagen Golf VIII 2026,volkswagen-golf-6a07dd7b50a994ce7a260000,https://www.mashina.kg/details/volkswagen-golf-6a07dd7b50a994ce7a260000,16700,1460415,2026.0,универсал,1.5,механика,10 км,Слева,Китай,В кредит от 32 665 ⃀
Продажа Volkswagen Touareg III Рестайлинг 2026,volkswagen-touareg-6a07db56a5e440c4795b578a,https://www.mashina.kg/details/volkswagen-touareg-6a07db56a5e440c4795b578a,82000,7170900,2026.0,внедорожник 5 дв.,3.0,автомат,10 км,Слева,Китай,В кредит от 121 589 ⃀
Toyota Camry VIII (XV70),toyota-camry-69d6233fb203b050441428,https://www.mashina.kg/details/toyota-camry-69d6233fb203b050441428,17000,1486650,2018.0,,2.5,автомат,110000 km,слева,Бишкек,В кредит от 33 252 ⃀
Toyota RAV4 V (XA50),toyota-rav4-69f4a43d3f9a8488444648,https://www.mashina.kg/details/toyota-rav4-69f4a43d3f9a8488444648,33300,2912085,2026.0,внедорожник 5 дв.,2.5,автомат,15 km,Слева,Бишкек,В кредит от 60 794 ⃀
Volkswagen Tharu I Рестайлинг,volkswagen-tharu-69fb7be149aaf072597533,https://www.mashina.kg/details/volkswagen-tharu-69fb7be149aaf072597533,20800,1818960,2026.0,,1.5,робот,5 km,слева,Бишкек,В кредит от 40 685 ⃀
Volkswagen Tiguan III (China Market),volkswagen-tiguan-69f5ce57a1c40497021516,https://www.mashina.kg/details/volkswagen-tiguan-69f5ce57a1c40497021516,39500,3454275,2026.0,,2.0,робот,5 km,слева,Бишкек,В кредит от 60 794 ⃀
Toyota Crown Majesta III (S170),toyota-crown-majesta-69bfded3232d9457982301,https://www.mashina.kg/details/toyota-crown-majesta-69bfded3232d9457982301,18500,1617825,2004.0,,4.0,автомат,210000 km,справа,Бишкек,В кредит от 36 186 ⃀
Toyota Camry VII (XV50) Рестайлинг,toyota-camry-69fb4a8ab885d328408118,https://www.mashina.kg/details/toyota-camry-69fb4a8ab885d328408118,13900,1215555,2016.0,,2.5,автомат,179000 km,слева,Бишкек,В кредит от 29 823 ⃀
BMW 5 серии VIII (G60/G61/G68),bmw-5-serii-69f9da5c60215383400243,https://www.mashina.kg/details/bmw-5-serii-69f9da5c60215383400243,58000,5072100,2023.0,,2.0,автомат,25000 km,слева,Бишкек,В кредит от 86 339 ⃀
"Mercedes-Benz E-Класс V (W213, S213, C238)",mercedesbenz-eklass-69e39f4f32ec4750782953,https://www.mashina.kg/details/mercedesbenz-eklass-69e39f4f32ec4750782953,27000,2361150,2020.0,,2.0,автомат,178000 km,слева,Бишкек,В кредит от 52 813 ⃀
Продажа Honda Accord VI 2001,honda-accord-6a0ad6ce1f975f108db04f0a,https://www.mashina.kg/details/honda-accord-6a0ad6ce1f975f108db04f0a,4500,393525,2001.0,седан,2.3,автомат,275000 km,Слева,Кара-Суу,В кредит от 9 992 ⃀
"Продажа Mercedes-Benz S-Класс VI (W222, C217) Рестайлинг 2019",mercedes-benz-s-klass-6a046e1155a12519b04f869f,https://www.mashina.kg/details/mercedes-benz-s-klass-6a046e1155a12519b04f869f,37500,3279375,2019.0,седан,2.9,автомат,189000 km,Слева,Бишкек,В кредит от 60 794 ⃀
Lexus LX III,lexus-lx-69ec883c22d34461005246,https://www.mashina.kg/details/lexus-lx-69ec883c22d34461005246,26900,2352405,2008.0,,5.7,автомат,271000 km,слева,Бишкек,В кредит от 52 617 ⃀
Продажа Toyota Camry VII (XV50) 2012,toyota-camry-6a0a8829b9571225c70d4b79,https://www.mashina.kg/details/toyota-camry-6a0a8829b9571225c70d4b79,18500,1617825,2012.0,седан,2.5,автомат,66000 км,Слева,Бишкек,
Chevrolet Malibu IX Рестайлинг,chevrolet-malibu-69ca8ab9cc94a679214921,https://www.mashina.kg/details/chevrolet-malibu-69ca8ab9cc94a679214921,10400,909480,2019.0,,1.3,вариатор,80000 km,слева,Бишкек,В кредит от 23 094 ⃀
Продажа Kia K5 II 2019,kia-k5-6a0ace4e048c07dbe9972590,https://www.mashina.kg/details/kia-k5-6a0ace4e048c07dbe9972590,14800,1294260,2019.0,седан,2.0,автомат,97000 km,Слева,Бишкек,В кредит от 29 823 ⃀
Toyota Corolla XII (E210),toyota-corolla-6a01f933e3827665306282,https://www.mashina.kg/details/toyota-corolla-6a01f933e3827665306282,11900,1040655,2021.0,,1.8,вариатор,75000 km,слева,Бишкек,В кредит от 26 425 ⃀
Volkswagen Tharu I Рестайлинг,volkswagen-tharu-6926f1808825b326578776,https://www.mashina.kg/details/volkswagen-tharu-6926f1808825b326578776,20900,1827705,2026.0,,1.5,робот,10 km,слева,Бишкек,В кредит от 40 881 ⃀
Lexus ES VII,lexus-es-69bd0ff68fa42070736497,https://www.mashina.kg/details/lexus-es-69bd0ff68fa42070736497,28500,2492325,2019.0,,2.5,вариатор,159507 km,слева,Бишкек,В кредит от 55 747 ⃀
Volkswagen Tharu XR,volkswagen-tharu-xr-69e31e402b499844115710,https://www.mashina.kg/details/volkswagen-tharu-xr-69e31e402b499844115710,21800,1906410,2025.0,,1.5,автомат,10 km,слева,Бишкек,В кредит от 42 641 ⃀
Geely Monjaro I Рестайлинг,geely-monjaro-69353348abfd3013852083,https://www.mashina.kg/details/geely-monjaro-69353348abfd3013852083,29900,2614755,2026.0,,2.0,автомат,10 km,слева,Бишкек,В кредит от 57 226 ⃀
Продажа Hyundai Santa Fe IV 2019,hyundai-santa-fe-6a095df21c4116250b96ef9a,https://www.mashina.kg/details/hyundai-santa-fe-6a095df21c4116250b96ef9a,17200,1504140,2019.0,внедорожник 5 дв.,2.2,автомат,213000 km,Слева,Бишкек,В кредит от 33 643 ⃀
Changan Deepal S7,changan-deepal-s7-69fab5766248e321138360,https://www.mashina.kg/details/changan-deepal-s7-69fab5766248e321138360,18500,1617825,2025.0,внедорожник 5 дв.,1.5,автомат,15 km,Слева,Бишкек,В кредит от 36 186 ⃀
Kia K5 II,kia-k5-69ff7e1e6cd72538298200,https://www.mashina.kg/details/kia-k5-69ff7e1e6cd72538298200,10800,944460,2019.0,,2.0,автомат,344000 km,слева,Бишкек,В кредит от 23 983 ⃀
Honda Fit I,honda-fit-6a01cbf7de901582221321,https://www.mashina.kg/details/honda-fit-6a01cbf7de901582221321,6495,568000,2005.0,,1.3,вариатор,299999 km,справа,Ош,В кредит от 14 423 ⃀
